,,Defended,Left alone,Beaten,Edged,Caught,Runout,Stumped,Bowled,LBW,Boundary_bat,Runs_bat,Boundary_extras,R_extras,Catch_drop,Stumping_missed,Runout_missed,Bouncer,Yorker,Overthrow,great_save,poor_fielding,
2489,"Imran Tahir to RG Sharma, SIX, absolutely massive that. Huge huge six to bring up his fifty. He dances down the track and muscles the ball well over long-off, great shot.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2490,"Imran Tahir to RG Sharma, no run, a bit short, played to square leg",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,"Imran Tahir to RG Sharma, 1 run, driven with the turn to long-on.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2492,"Rabada to RG Sharma, no run, good ball. Very tight lines. Full and coming back into Rohit's pads. Almost creeps through but Rohit gets bat down in time",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,"Rabada to RG Sharma, 1 run, well steered, just waits for that ball to come to him before guiding the ball to third man.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2494,"Rabada to Kohli, 1 run, inside edge now. A bit full outside off, Kohli looks for a gap to third man but a bit of inward movement takes the ball to his inside edge",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2495,"Rabada to RG Sharma, 3 runs, high full toss on middle, Rohit doesn't try to heave it but instead pushes the ball past mid-on. Morkel chases that down well",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2496,"Rabada to Kohli, no run, low full toss, trying for a yorker again. Kohli bunts that to mid-on",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2497,"Rabada to Kohli, no run, slower offcutter, bouncer! Kohli stays back and keeps it out",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,"Imran Tahir to RG Sharma, FOUR, low full toss, Rohit gets down early and sweeps the ball through square leg. Amla runs around from midwicket but the ball goes through",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2499,"Imran Tahir to RG Sharma, 1 run, easily pushed to long-on. No trouble",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2500,"Imran Tahir to Kohli, no run, almost sneaks through. Fuller and flatter, Kohli goes back instead of forward, keeps it out though",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,"Imran Tahir to Kohli, 3 runs, misfield from Amla. Worked away with soft hands to deep square, the misfield gives them an additional run",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2502,"Imran Tahir to RG Sharma, 1 run, driven with the turn to long-off",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2503,"Imran Tahir to Kohli, no run, slower through the air, clipped to midwicket",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,"Duminy to RG Sharma, OUT, Rohit falls! Excellent improvisation there from JP. Sees Rohit coming down and bowls that a touch shorter. Rohit is left feeling for that and can only pat the ball back to JP who dives low and holds on to a good catch. He is pumped too.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,"Duminy to Dhoni, no run, shorter and flatter outside off, MS rocks back and muscles it back to JP.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,"Duminy to Dhoni, 2 runs, short and quick, flat-batted to deep cover",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2507,"Duminy to Dhoni, 1 run, too full, calmly pushed to long-on with the spin",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2508,"Duminy to Kohli, 1 run, too full again from JP. Flights that one right up, but Kohli can easily play that to long-on for an easy single",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2509,"Duminy to Dhoni, no run, 84 ks, that's better. lands it on a full length, not too full. Dhoni works the ball to square leg",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,"Steyn to Kohli, 1 run, Kohli looking in great touch now. Fuller ball on middle and leg, turned away off his pads to deep square leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2511,"Steyn to Dhoni, no run, 137.3 ks, full and straight, zoned in on Dhoni's pads, pushed out to mid-off",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,"Steyn to Dhoni, 1 run, good running, full and angling in again, Dhoni pushes the ball to the right of mid-off and sets off for one",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2513,"Steyn to Kohli, 1 run, wonderful timing. Tails in to Kohli who flicks the ball uppishly, wide of square leg to the deep square leg fielder",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2514,"Steyn to Dhoni, FOUR, change in type of delivery. He angles this one away from Dhoni who stays in his crease and just pushes the ball in the gap through point. Well played.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2515,"Steyn to Dhoni, no run, shorter delivery now on off, Dhoni gets both his feet off the ground and pats the ball to point",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,"Duminy to Kohli, 1 run, overpitched outside off, smashed out to deep cover",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2517,"Duminy to Dhoni, no run, fullish again outside off, driven to cover",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2518,"Duminy to Dhoni, no run, muscled to cover with lots of bottom-handed power. A touch short and smashed to cover",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2519,"Duminy to Dhoni, 3 runs, too short again, Dhoni hangs back and cuts to find the gap through point",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2520,"Duminy to Kohli, 1 run, flat and quick on leg, worked fine towards deep fine leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2521,"Duminy to Dhoni, 2 runs, darted in outside off, Dhoni just times the cut to deep point for a comfortable brace",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2522,"Steyn to Kohli, no run, very quick and full on off, squirted out to mid-off",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,"Steyn to Kohli, no run, good length on off, defended into the off side. the point fielder is quick on that",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,"Steyn to Kohli, 1 run, zoned in on Kohli's pads who flicks into the gap to deep midwicket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2525,"Steyn to Dhoni, FOUR, aah, strays in line now. Angled into Dhoni's pads but goes too fine as Dhoni just gets some bat on it to fine leg",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2526,"Steyn to Dhoni, 1 run, shorter outside off, jabbed down to third man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2527,"Steyn to Kohli, no run, good length outside off, Kohli gets behind the line of that to defend back to Steyn",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,"Morkel to Dhoni, 1 run, out with a direct hit and that is not frequent with MS. Good length on off, defended into the off side and sets off immediately. He sprinted to the other end and apologises straightaway, he knew that was a bad call",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2529,"Morkel to Kohli, no run, shortish on middle and leg, worked away off his ribs to square leg",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,"Morkel to Kohli, 1 run, too leg side-ish, nudged off his hips to fine leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2531,"Morkel to Dhoni, no run, good length, coming in, slapped to point",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2532,"Morkel to Dhoni, no run, again a bit full, all these deliveries aimed at the pads. But the movement isn't prodigious. Dhoni drives to mid-off",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,"Morkel to Dhoni, no run, 136.4 ks, shortish outside off with a hint of tail. Left alone by Dhoni",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2534,"Behardien to Kohli, 1 run, 113.8 ks, gentle delivery on middle, pushed down to long-on",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2535,"Behardien to Dhoni, 1 run, again aimed in at Dhoni's pads who has no trouble in jabbing a drive to long-off",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2536,"Behardien to Kohli, 1 run, wider outside off, driven to deep cover for another single",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2537,"Behardien to Dhoni, no run, good length on off, pushed out to cover off the front foot",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,"Behardien to Dhoni, no run, overpitched, misfield, and almost a run-out. Other than that, a nothing delivery. Driven to cover where there is a fumble, there is some miscommunication but no harm",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2539,"Behardien to Dhoni, no run, overpitched once again on middle and leg, defended back to the bowler",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,"Morkel to Kohli, no run, short delivery on off, not getting high enough, but Kohli defends the back of a length delivery to point",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,"Morkel to Kohli, 1 run, leg side-ish again and Kohli tickles this one fine to fine leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2542,"Morkel to Dhoni, 1 run, good length on a fourth-stump line, carved out to deep cover.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2543,"Morkel to Kohli, no run, slower delivery, good variation. On middle and Kohli plays it with soft hands towards square leg. MS says there is no run there",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,"Morkel to Kohli, FOUR, beautifully played. Doesn't hit that, he times that. He finds the gap through mid-off. Morkel goes fuller this time and VK gets a front stride and leans this through mid-off",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2545,"Morkel to Kohli, no run, goes back to that good length, turned to midwicket",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,"Behardien to Dhoni, FOUR, strays in line and Dhoni tickles that very fine for four. Just needed some bat on that and the ball races for four.",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2547,"Behardien to Dhoni, 1 run, fuller length on middle, slapped to long-on",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2548,"Behardien to Kohli, no run, slower delivery outside off, carved out to cover.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,"Behardien to Kohli, no run, tight from Fudge, fullish on middle, Kohli nurdles the ball to midwicket",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,"Behardien to Kohli, 1 run, full now but straight again, skewed off the inside half of the bat to deep square leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2551,"Behardien to Dhoni, no run, 116 ks, yorker outside off but no pace on that. Dug out by MS back to the bowler",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2552,"Imran Tahir to Kohli, no run, flat and quick on leg, Kohli goes back quickly to defend",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553,"Imran Tahir to Kohli, 1 run, flat again, not much flight. Driven towards long-on, a massive diving effort from the midwicket fielder to stop that but can't",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2554,"Imran Tahir to Dhoni, no run, overpitched on off, dug out to the bowler",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2555,"Imran Tahir to Dhoni, no run, comes down the track and coverts the flight into a yorker, pushed to cover",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2556,"Imran Tahir to Dhoni, no run, another dot ball as Dhoni tamely pats the ball into the off side",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,"Imran Tahir to Dhoni, no run, what a ripper. Unplayable that. Slower through the air, may have been the first slower one in the over. That one pitches on off and turns away to deep Dhoni's outside edge. Wow, great to watch",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2558,"Rabada to Kohli, 1 run, too full and straying on Kohli's pads who flicks the ball to deep square leg for another single. All too easy for VK.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2559,"Rabada to Dhoni, no run, better from Rabada and some more miscommunication from these two. Good length on off, Dhoni pushes the ball towards cover and looks for a single but Kohli sends him back, looked like a single was on.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,"Rabada to Dhoni, no run, fuller angling in, to middle. Played with the angle to midwicket",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2561,"Rabada to Dhoni, no run, again full on off, no room at all. Pushed out to mid-off",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,"Rabada to Dhoni, no run, 139.2 ks, full but not a half-volley. Muscled out to AB at wide mid-off",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,"Rabada to Dhoni, no run, excellent finish. Tight over. Just one off that. He gets high off his toes and pats the ball towards point",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2564,"Imran Tahir to Kohli, 1 run, 49 for Kohli, driven to long-on. Too full, giving Kohli an easy run",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2565,"Imran Tahir to Dhoni, 1 run, skips down the track, smothers the spin and works the ball to long-on for another run",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2566,"Imran Tahir to Kohli, no run, flat and pushed back to the bowler",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,"Imran Tahir to Kohli, no run, flat again, darted in on off. Kept out by VK",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,"Imran Tahir to Kohli, 1 run, and there is the much-awaited moment, fifty for Kohli. Well played. Calmly pushes the googly towards cover and gets the single",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2569,"Imran Tahir to Dhoni, no run, slightly wide and short. Dhoni goes for the cut and misses. Tahir is excited but no bat.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2570,"Rabada to Kohli, no run, short delivery on Kohli's ribs, almost kisses his glove too as he tries to flick. He isn't unhappy with the call but that isnt a wide",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2571,"Rabada to Kohli, no run, good delivery on off, patted out to point",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2572,"Rabada to Kohli, no run, 142.3 ks, full on off, Kohli drives back to the bowler with a full face",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2573,"Rabada to Kohli, 1 run, hustles Kohli for pace who flicks late to mid-on. Rather full that",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2574,"Rabada to Dhoni, no run, banged in short and gets Dhoni hopping now. He plays the ball out to square leg awkwardly",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2575,"Rabada to Dhoni, 1 wide, drifts in line now and Dhoni lets the ball go, called wide down the leg side",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2576,"Rabada to Dhoni, 1 run, almost bunts the ball to point. Short and wide, Dhoni plays a nothing shot and eventually gets the ball wide of point for a single",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2577,"Imran Tahir to Dhoni, no run, nicely tossed up, extracting a bit of turn. Dhoni dances down the track and almost gets beaten. Pads it back to the bowler",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,"Imran Tahir to Dhoni, 1 run, dances down the track and clips to long-on",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2579,"Imran Tahir to Kohli, no run, too short on leg, Kohli swivel-pulls to backward square",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2580,"Imran Tahir to Kohli, 1 run, drilled to long-on",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2581,"Imran Tahir to Dhoni, 1 run, beautiful flight outside off, somehow Dhoni gets to the pitch and drives to long-off",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2582,"Imran Tahir to Kohli, no run, googly on off and middle, played back down the track watchfully",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,"Morkel to Dhoni, 1 run, good improvisation from Morkel and Dhoni. MS advances at MM, but Morkel pulls his length back and Dhoni improvises well too to muscle to cover",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2584,"Morkel to Kohli, 2 runs, worked nicely off his pads to deep fine leg. The ball goes towards backward square and they get two",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2585,"Morkel to Kohli, no run, 140.5 kph, on leg and clipped to square leg straight to the fielder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,"Morkel to Kohli, 2 runs, just wide of square leg. Uppishly fliced just wide of that square leg fielder. Swinging back in and Kohli flicks again, Tahir at fine leg misfields giving them another",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2587,"Morkel to Kohli, no run, angling in to middle, pushed out to midwicket",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,"Morkel to Kohli, 1 run, shorter on off, Kohli swivel-pulls down to fine leg, got onto that length very quickly",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2589,"Imran Tahir to Kohli, 1 run, short and wide, smashed out to point where there is a misfield, giving them a single",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2590,"Imran Tahir to Dhoni, no run, good variation in length now, lands it on that length where M doesn't know whether to go back or front. Powered to cover",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2591,"Imran Tahir to Dhoni, 1 run, drilled to long-on now again",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2592,"Imran Tahir to Kohli, no run, googly on off and middle, turned away with the spin to midwicket",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,"Imran Tahir to Kohli, no run",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,"Imran Tahir to Kohli, no run, some more flight, Kohli gets down early and looks to sweep. He just doesn't look at home with that shot. the ball bounces extra and hits him high on the body",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595,"Morkel to Dhoni, no run, slightly full on off, Dhoni looks to go for a heave back over Morkel's head but the ball sneaks in a touch, and takes Dhoni's inside edge",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2596,"Morkel to Dhoni, 1 run, slower delivery on a good length outside off, slapped to cover",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2597,"Morkel to Kohli, 1 run, looking for another boundary, short on middle, Kohli pulls uppishly wide of the backward square leg fielder to deep square leg. Looking for the boundaries now",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2598,"Morkel to Dhoni, no run, good length again, hitting that hard length and the line is pretty good - on middle. Dhoni works the ball to midwicket",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,"Morkel to Dhoni, 2 runs, 133.9 ks, short on off, Dhoni goes back and flat-bats a pull past midwicket for an important two",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2600,"Morkel to Dhoni, 1 run, 142.5 kph, almost catches it on his follow through does Morkel. Shortish on middle, Dhoni advances but the ball climbs and hits Dhoni's splice as looks to heave. Straight down the ground for one",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2601,"Duminy to Dhoni, 1 run, short and flat outside off, Dhoni rocks back and muscles a pull back to JP who gets some hand on it but can't prevent the single",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2602,"Duminy to Kohli, 1 run, well bowled, delivered wider outside off as Kohli skips down and tries to belt the ball down the ground. Doesn't get close to the ball but hits to long-on",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2603,"Duminy to Dhoni, no run, missed stumping. The bat goes flying to midwicket. Everything is happening now. Gets to the pitch but the ball creeps through and QdK doesn't see it either. The bat slipped out of Dhoni's hand probably due to the buckets of sweat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2604,"Duminy to Dhoni, 1 wide, flat and wide outside off, Dhoni leaves. Close call but given wide",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2605,"Duminy to Dhoni, no run, good bowling here. Not overly flat, just a bit of air on that. Dhoni comes down and hits the ball back to JP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,"Duminy to Dhoni, FOUR, too short but this time Dhoni was hanging back and powers the ball with lots of bottom hand through cover. Shades of the 2011 World Cup final",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2607,"Duminy to Dhoni, no run, whoa! take cover, Dhoni is coming. Flighted outside off, Dhoni gets to the pitch and absolutely belts that with all his might back at the unprotected bowler who spills the ball, straight back at his midrift that was. Dangerous. It'd be quite amazing if he hasn't hurt himself",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2608,"Steyn to Kohli, no run, angling in on leg on a good length, Kohli looks to go over midwicket but takes the inside-edge instead",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2609,"Steyn to Kohli, no run, another dot. Follows the backing-away Kohli who can only find the fielder at midwicket as the ball hits his glove",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,"Steyn to Kohli, 1 run, back of a length on middle, nudged off to fine leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2611,"Steyn to Dhoni, no run, excellent stuff this. Nothing these two quality batsmen can do. Good length again on middle at good pace, Dhoni keeps the ball out with a tickle to square leg",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,"Steyn to Dhoni, 1 run, back of a length but this time just wide outside off, bunted out to cover for one",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2613,"Steyn to Kohli, no run, 139.6 ks, what an over that. the pressure builds.Slightly fuller on leg and Kohli is through his attempted swipe. The inside edge rolls to point",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2614,"Morkel to Dhoni, no run, flat-batted to mid-off. Conscious effort not to bowl anything full. Short of a length on off, Dhoni skips down but can only find the fielder",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,"Morkel to Dhoni, 1 run, and again, back of a length on middle. Dhoni heaves this one to deep midwicket for one",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2616,"Morkel to Kohli, 1 run, short on off, Kohli picks this one up early and uppishly pulls to deep midwicket again",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2617,"Morkel to Dhoni, FOUR, falls short of the fielder. This time the ball goes for four. Short again on middle, Dhoni flat-bats it but doesn't get all of it, the ball lands just short of Behardien at long-on and the ball goes through",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2618,"Morkel to Dhoni, OUT, gone! What a wicket, huge huge stuff. Short ball outside off, Dhoni looks to dab that over short third man but the ball lobs up to Steyn at short third man. takes an easy catch and this match gets interesting",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2619,"Morkel to Raina, no run, good length on leg, Raina clips his first ball to square leg",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,"Steyn to Kohli, no run, another dot. Full and angling in on leg, Kohli looks to swipe to leg but is hit on the thigh pad again",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,"Steyn to Kohli, no run, another swipe to leg which is missed. Tailing in to Kohli who is struck on the thigh pad, the ball looks destined for the boundary but Qdk makes a good diving stop",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2622,"Steyn to Kohli, 2 runs, slower ball on middle and leg, Kohli works the ball towards deep fine leg and scampers back for the second. He dives full-length but has he made his ground? The bat looks on the line but have the bails been dislodged? Looks very very close. Quinton de Kock takes the bails out immediately. Benefit of doubt maybe? Big big call. Given not out. India get the extra run too. The fielder was Imran Tahir",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2623,"Steyn to Kohli, FOUR, what a response that is. Good length and he gives himself room and smashes the drive through the vacant cover region. More face of the bat presents more opportunity",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2624,"Steyn to Kohli, no run, picks the midwicket fielder. Short again on leg, Kohli pulls nicely but straight to that man",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,"Steyn to Kohli, 1 wide, 114.5 ks, slower ball down leg. Called wide",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2626,"Steyn to Kohli, 1 run, short on middle, worked to fine leg to keep strike",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2627,"Imran Tahir to Kohli, FOUR, reverse-swept for four. What a shot Kohli. Who said he was out of form? Flatter on off, he connects beautifully and finds the gap through backward point",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2628,"Imran Tahir to Kohli, 1 run, clever from Kohli. Pushes this one to long-on for a single. Hits Raina's bat on the follow through but they take the single",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
